SearchedWord,TweetID,L1,L2,L3,Final_Label
سینگل,1231562653656604672,neu,neg,neg,neg
سینگل,1232018417697382401,neg,neu,neg,neg
آتئیست,1231860137943420929,neg,neu,neg,neg
آتئیست,1231299875519766528,neg,neu,neg,neg
آتئیست,1230159310942064643,pos,neg,neg,neg
آتئیست,1232618363706363906,neg,neu,neg,neg
آتئیست,1229853180336496640,neg,neu,neg,neg
آتئیست,1231818953586028544,neg,neu,neg,neg
آتئیست,1231553119550611456,neg,neu,neg,neg
آتئیست,1230914592903245830,neg,neu,neg,neg
ریپلای,1232773761159639040,neg,neu,neg,neg
ریپلای,1232324008131121152,neg,neu,neg,neg
ریپلای,1232752272851001344,neg,neu,neg,neg
ریپلای,1232253162423230464,neg,pos,neg,neg
ریپلای,1232388241816506370,neg,neu,neg,neg
ریپلای,1232582722754875394,neg,neu,neg,neg
ریپلای,1232587077629489152,neg,neu,neg,neg
ریپلای,1232689680044433410,neg,neu,neg,neg
ریپلای,1232581900792991744,neu,neg,neg,neg
ریپلای,1232414295708839936,neg,neu,neg,neg
ریپلای,1232619013315923968,neg,neu,neg,neg
ریپلای,1232204215201796097,pos,neg,neg,neg
ریپلای,1232385508346650624,neg,neu,neg,neg
اوکی,1232456421263859713,pos,neg,neg,neg
اوکی,1232479408423702528,neg,neu,neg,neg
اوکی,1232440275303161856,neg,neu,neg,neg
اوکی,1232523323139133447,neg,neu,neg,neg
اوکی,1232433576274087937,neg,neu,neg,neg
اوکی,1232464989807529985,neu,neg,neg,neg
اوکی,1232433065177182208,neu,neg,neg,neg
اوکی,1232458194921775104,neu,neg,neg,neg
هپی,1231427232255664129,neg,neu,neg,neg
هپی,1232439137698869248,neg,neu,neg,neg
هپی,1231694015243878404,neg,neu,neg,neg
هپی,1232437322588704768,neu,neg,neg,neg
هپی,1231566146735951872,neu,neg,neg,neg
هپی,1231234590775398401,neg,neu,neg,neg
جاج,1232273752039317504,neg,neu,neg,neg
جاج,1232274377133129729,neg,neu,neg,neg
جاج,1232022736131829766,neg,neu,neg,neg
جاج,1232281697078607874,neg,neu,neg,neg
جاج,1231970899890298880,neg,neu,neg,neg
جاج,1232529919827161088,neg,neu,neg,neg
جاج,1232450944505303040,neg,neu,neg,neg
جاج,1232363852307800064,neu,neg,neg,neg
جاج,1232341050695573505,neg,neu,neg,neg
جاج,1232292192812748800,neg,neu,neg,neg
جاج,1231997194208546816,neu,neg,neg,neg
جاج,1232219710655254528,neg,neu,neg,neg
جاج,1232282062457057284,pos,neg,neg,neg
جاج,1232228741805465600,neu,neg,neg,neg
جاج,1232055024013971463,neg,neu,neg,neg
جاج,1232305429385969667,neg,neu,neg,neg
جاج,1232256080094416896,neg,neu,neg,neg
جاج,1232048915219984384,neg,neu,neg,neg
جاج,1232324178243706880,neu,neg,neg,neg
جاج,1232389829733818373,neg,neu,neg,neg
میک لاو,1230208724142379013,neg,neu,neg,neg
میک لاو,1232646493456228352,neg,neu,neg,neg
بورینگ,1230530296879206405,neu,neg,neg,neg
بورینگ,1231277845261017092,pos,neg,neg,neg
بورینگ,1232473620816904192,neu,neg,neg,neg
ریتوییت,1232534581120847874,neg,neu,neg,neg
ریتوییت,1232426530132779008,neg,neu,neg,neg
ریتوییت,1232511106402390018,neg,neu,neg,neg
ریتوییت,1232430187763183618,neu,neg,neg,neg
ریتوییت,1232453209479794688,neg,neu,neg,neg
اپلیکیشن,1231337905613873152,neg,neu,neg,neg
ساپورت,1229716492842913793,neg,neu,neg,neg
استارت,1232308183151960065,neg,neu,neg,neg
استارت,1232535952083619841,neg,neu,neg,neg
استنداپ,1231111501253087232,neg,neu,neg,neg
استنداپ,1229792448131616768,neg,neu,neg,neg
استنداپ,1229797599345094658,neg,neu,neg,neg
استنداپ,1231943349961019393,neg,neu,neg,neg
استنداپ,1230355758103089153,neg,neu,neg,neg
استنداپ,1229526456809795584,neg,neu,neg,neg
استنداپ,1231000322564395008,neu,neg,neg,neg
استنداپ,1229471632193937408,neu,neg,neg,neg
استنداپ,1229183410494726144,neg,neu,neg,neg
لانگ,1232523241996128258,neg,neu,neg,neg
لانگ,1232356317156855808,neg,neu,neg,neg
لانگ,1232375086952280064,neg,neu,neg,neg
ولنتاین,1232204013636145153,neg,neu,neg,neg
ولنتاین,1231268615648948230,neg,neu,neg,neg
ولنتاین,1231266016929472513,neg,neu,neg,neg
ولنتاین,1230504177224364033,neg,pos,neg,neg
ولنتاین,1230190679239864321,neg,neu,neg,neg
ولنتاین,1230225393170419713,neg,neu,neg,neg
ولنتاین,1229828738923352064,neg,neu,neg,neg
ولنتاین,1231689559127265280,neg,neu,neg,neg
ولنتاین,1229849998432636931,neg,neu,neg,neg
ولنتاین,1229853765206970368,neu,neg,neg,neg
کافی شاپ,1231899512140173312,neg,neu,neg,neg
کافی شاپ,1229905143132545024,neg,neu,neg,neg
کافی شاپ,1230460082275717120,neg,neu,neg,neg
توییت,1232490366424608768,neg,neu,neg,neg
توییت,1232476105988198400,neg,neu,neg,neg
توییت,1232474142475091968,neg,neu,neg,neg
توییت,1232492964615684098,neg,neu,neg,neg
توییت,1232515748272201728,neg,neu,neg,neg
توییت,1232505260058587136,pos,neg,neg,neg
توییت,1232521880210432001,neg,neu,neg,neg
توییت,1232523111951671297,neg,neu,neg,neg
توییت,1232495259696779265,neg,neu,neg,neg
توییت,1232481951971344384,neg,neu,neg,neg
توییت,1232483711964205057,neg,neu,neg,neg
توییت,1232504468782112768,neg,neu,neg,neg
استوری,1232362754155188225,neg,neu,neg,neg
استوری,1232451777926062084,neg,neu,neg,neg
استوری,1232451000369201152,neg,neu,neg,neg
استوری,1232392966704181249,neu,neg,neg,neg
استوری,1232354876945879042,neg,neu,neg,neg
استوری,1232352685606735874,neg,neu,neg,neg
استوری,1232423906205720577,pos,neg,neg,neg
آپارتاید,1229327116292034561,neu,neg,neg,neg
آپارتاید,1232354745509130240,neg,neu,neg,neg
آپارتاید,1230300000128729088,neg,neu,neg,neg
آپارتاید,1229790310319833088,neu,neg,neg,neg
آپارتاید,1230857346416594944,pos,neg,neg,neg
آپارتاید,1229796652556410880,neg,neu,neg,neg
دیستنس,1232708850521866240,pos,neg,neg,neg
دیستنس,1232730483936710658,neu,neg,neg,neg
دیستنس,1232723312066719745,neg,neu,neg,neg
دیستنس,1231142663895834624,neu,neg,neg,neg
دیستنس,1230536324660285441,neg,neu,neg,neg
دیستنس,1229834155489398789,neg,neu,neg,neg
دیستنس,1232375086952280064,neg,neu,neg,neg
دیستنس,1231477566810263552,neg,neu,neg,neg
دیستنس,1232281755241062403,neg,neu,neg,neg
دیستنس,1230005517612986369,neg,neu,neg,neg
دیستنس,1232778268769705985,neg,neu,neg,neg
دیستنس,1230802862843645952,neg,pos,neg,neg
دیستنس,1229668838490419200,neg,neu,neg,neg
دیستنس,1232216823149416449,neg,neu,neg,neg
دیستنس,1232253709696020480,neu,neg,neg,neg
دیستنس,1230951206891270145,neg,neu,neg,neg
دیستنس,1230485120567644160,neg,neu,neg,neg
فمنیست,1232056248700325888,neg,neu,neg,neg
فمنیست,1230207992005615618,neg,neu,neg,neg
فمنیست,1231333013168021504,neg,neu,neg,neg
فمنیست,1232502158840320000,neg,neu,neg,neg
فمنیست,1231481002809274369,neg,neu,neg,neg
فمنیست,1231676909970509824,neg,pos,neg,neg
فمنیست,1230603890170699781,neg,neu,neg,neg
فمنیست,1230470431154376705,neg,neu,neg,neg
فمنیست,1231677088907907073,pos,neg,neg,neg
فمنیست,1229779125453213697,neg,neu,neg,neg
فمنیست,1232732899184607233,neg,pos,neg,neg
فمنیست,1229860754846896136,neg,neu,neg,neg
فمنیست,1229763003853262850,neg,neu,neg,neg
فمنیست,1230786830418579456,neg,neu,neg,neg
پارتی,1232560124922863616,neg,pos,neg,neg
پارتی,1232377951385260034,neg,neu,neg,neg
پارتی,1232392424334426113,neg,neu,neg,neg
پارتی,1232286369793200128,neg,neu,neg,neg
پارتی,1232330998446272515,neu,neg,neg,neg
پارتی,1232627012289863684,neg,neu,neg,neg
پارتی,1232326175948587009,neg,neu,neg,neg
پارتی,1232625648998526976,neg,neu,neg,neg
پارتی,1232243954218913795,neg,neu,neg,neg
پارتی,1232228828212289537,neg,neu,neg,neg
پارتی,1232337056585658373,neu,neg,neg,neg
پارتی,1232394869739528194,neg,neu,neg,neg
پارتی,1232420668265967619,neg,neu,neg,neg
پارتی,1232640293855469569,neu,neg,neg,neg
پارتی,1232245496539836416,neg,neu,neg,neg
پارتی,1232246203225640960,neg,neu,neg,neg
هیستوری,1230771980523040768,neg,neu,neg,neg
هیستوری,1230402784500965378,pos,neg,neg,neg
هیستوری,1232751743102017542,neg,neu,neg,neg
هیستوری,1231502624093949953,neu,neg,neg,neg
هیستوری,1229858963358994432,neg,neu,neg,neg
هیستوری,1231169084437487618,neg,neu,neg,neg
هیستوری,1232348005174579201,neg,neu,neg,neg
هیستوری,1229630468439597063,neg,neu,neg,neg
هیستوری,1231636414300917762,neg,neu,neg,neg
هیستوری,1231269449279426560,neg,neu,neg,neg
هیستوری,1229514506851823616,neg,neu,neg,neg
هیستوری,1229813301586079746,neg,neu,neg,neg
هیستوری,1232778662522408960,neg,neu,neg,neg
هیستوری,1230444663867310081,neu,neg,neg,neg
استوری غمگین,1231177117355958272,neg,neu,neg,neg
استوری غمگین,1232239722874847232,neg,pos,neg,neg
پیج,1232657060967276549,neg,neu,neg,neg
پیج,1232703231450591232,neu,neg,neg,neg
پیج,1232779448702971909,neg,neu,neg,neg
پیج,1232730469957087232,neg,neu,neg,neg
پیج,1232767069395070977,neg,neu,neg,neg
پیج,1232734909489385475,neg,neu,neg,neg
پیج,1232734374631821312,neg,neu,neg,neg
پیج,1232624414128144384,neg,neu,neg,neg
پیج,1232731815410110465,neg,neu,neg,neg
پیج,1232664400689012739,neu,neg,neg,neg
پیج,1232753876446695431,neg,neu,neg,neg
پیج,1232685077559173120,neu,neg,neg,neg
پیج,1232640850498207744,neg,neu,neg,neg
پیج,1232690650283433987,neg,neu,neg,neg
پیج,1232753351395282944,neg,neu,neg,neg
پیج,1232808672729927690,neu,neg,neg,neg
پیج,1232808059061329929,neg,neu,neg,neg
استنداپ,1230959066714984448,neg,neu,neg,neg
فمنیست,1232237692483784704,neg,neu,neg,neg
توییت,1232529005917560832,neg,neu,neg,neg
توییت,1232511736105840640,neg,neu,neg,neg
توییت,1232526218509144064,neu,neg,neg,neg
توییت,1232480978007781377,neg,neu,neg,neg
استوری,1232349981702406144,neg,pos,neg,neg
جاج,1232058952566730753,neg,neu,neg,neg
بورینگ,1230666919881080837,neg,neu,neg,neg
ریتوییت,1232510666239553538,neu,neg,neg,neg
ریتوییت,1232475597793710081,neu,neg,neg,neg
ریتوییت,1232454637409591298,neg,neu,neg,neg
دموکراسی,1232373440662921216,neu,pos,neu,neu
دموکراسی,1232082147097354240,neg,neu,neu,neu
پرفکت,1231325340548489221,neg,neu,neu,neu
پرفکت,1231049687349768192,neg,neu,neu,neu
پرفکت,1231211644467937280,neu,pos,neu,neu
استرس,1232428485282541570,neg,neu,neu,neu
استرس,1232425142262910985,neu,pos,neu,neu
استرس,1232451310097555456,neu,neg,neu,neu
استرس,1232451379056148481,neu,neg,neu,neu
سورئال,1232716310502572039,neu,pos,neu,neu
سورئال,1231312863530229760,neg,neu,neu,neu
سورئال,1232594003662602246,neu,pos,neu,neu
سورئال,1232239907235561473,neg,neu,neu,neu
سورئال,1229891394346467329,pos,neu,neu,neu
سورئال,1229999753154453504,neg,neu,neu,neu
سورئال,1232216403551363073,pos,neu,neu,neu
سورئال,1232734328318234626,pos,neu,neu,neu
سورئال,1230398442998042626,pos,neu,neu,neu
سورئال,1230919137649725440,neu,pos,neu,neu
سورئال,1232679365122678785,neg,neu,neu,neu
سورئال,1229722019773722624,pos,neu,neu,neu
سینگل,1232294226756395011,pos,neu,neu,neu
سینگل,1231061967680356355,neg,neu,neu,neu
سینگل,1230935295882878977,neg,neu,neu,neu
آتئیست,1231821460307693568,neg,neu,neu,neu
آتئیست,1230422091624673281,neg,neu,neu,neu
آتئیست,1229730916559355905,pos,neu,neu,neu
آتئیست,1229719268993961984,neg,neu,neu,neu
آتئیست,1230089311195979778,pos,neu,neu,neu
آتئیست,1229813936305922048,neu,pos,neu,neu
ریپلای,1232623788606574592,neg,neu,neu,neu
ریپلای,1232755624473133056,neg,neu,neu,neu
ریپلای,1232234105754050560,neg,neu,neu,neu
ریپلای,1232696263180603392,neg,neu,neu,neu
ریپلای,1232401109299482624,pos,neu,neu,neu
ریپلای,1232664883910660096,pos,neu,neu,neu
ریپلای,1232440492559699968,pos,neu,neu,neu
ریپلای,1232693329214656514,neg,neu,neu,neu
ریپلای,1232672840077496321,neg,neu,neu,neu
ریپلای,1232737621899665409,neu,pos,neu,neu
اوکی,1232450491373604864,neu,pos,neu,neu
اوکی,1232460992392491008,neu,pos,neu,neu
اوکی,1232503676712833024,neu,pos,neu,neu
اوکی,1232472238814683137,neu,pos,neu,neu
اوکی,1232464117488709632,neu,neg,neu,neu
هپی,1231610424006791168,neu,pos,neu,neu
هپی,1230571631178850305,neu,pos,neu,neu
جاج,1232056856803237888,neg,neu,neu,neu
جاج,1232026760906145793,neg,neu,neu,neu
میک لاو,1230652898385809408,neg,neu,neu,neu
ریتوییت,1232531546197893120,neg,neu,neu,neu
ریتوییت,1232434972889272321,pos,neu,neu,neu
ریتوییت,1232439994544877568,neg,neu,neu,neu
ریتوییت,1232457131095277569,neg,neu,neu,neu
ریتوییت,1232533601188601856,neg,neu,neu,neu
اپلیکیشن,1231317165908938755,neg,neu,neu,neu
اپلیکیشن,1232342113574146049,neg,neu,neu,neu
اپلیکیشن,1232309087787872261,pos,neu,neu,neu
اپلیکیشن,1230941481126416384,neu,neg,neu,neu
استارت,1232380226203766785,neu,pos,neu,neu
استارت,1232325884301934593,neg,neu,neu,neu
استارت,1232386791640064001,neg,neu,neu,neu
استارت,1232532766660665347,neu,pos,neu,neu
استنداپ,1231332797052309505,neg,neu,neu,neu
استنداپ,1229770538182041601,neg,neu,neu,neu
استنداپ,1231612501302878209,neu,neg,neu,neu
استنداپ,1231245154906001411,neu,pos,neu,neu
فالورا,1230211290200715266,neg,neu,neu,neu
ولنتاین,1230465480911130624,neg,neu,neu,neu
ولنتاین,1231859621125640194,neg,neu,neu,neu
ولنتاین,1231342229857488896,neg,neu,neu,neu
ولنتاین,1229904650993836034,neg,neu,neu,neu
ولنتاین,1231939448365076482,neg,neu,neu,neu
ولنتاین,1231140130452361216,neg,neu,neu,neu
ولنتاین,1232370240794828802,neg,neu,neu,neu
ولنتاین,1231886974862135297,neg,neu,neu,neu
ولنتاین,1231182826055315456,neg,neu,neu,neu
ولنتاین,1230897885480226820,neg,neu,neu,neu
ولنتاین,1230211531830329350,neg,neu,neu,neu
ولنتاین,1229838523726995461,neg,neu,neu,neu
ولنتاین,1229870451456987139,neg,neu,neu,neu
ولنتاین,1229828734829711360,neg,neu,neu,neu
ولنتاین,1230932847969624064,neg,neu,neu,neu
کافی شاپ,1229510034960240640,neg,neu,neu,neu
کافی شاپ,1230808175168937990,neu,pos,neu,neu
کافی شاپ,1231527826894929920,neg,neu,neu,neu
کافی شاپ,1230501092120780800,neg,neu,neu,neu
کافی شاپ,1230216590190399488,neg,neu,neu,neu
کافی شاپ,1230968740860305408,neg,neu,neu,neu
کافی شاپ,1230821160545161216,pos,neu,neu,neu
کافی شاپ,1230632707354505219,neg,neu,neu,neu
توییت,1232491148192563200,neg,neu,neu,neu
توییت,1232478083690557440,neg,neu,neu,neu
توییت,1232499994579611650,neg,neu,neu,neu
توییت,1232481396628738049,neg,neu,neu,neu
توییت,1232495249991311361,neu,pos,neu,neu
توییت,1232483719899860992,neg,neu,neu,neu
توییت,1232497651016327168,pos,neu,neu,neu
توییت,1232481394359562240,neg,neu,neu,neu
توییت,1232495426768523266,neu,pos,neu,neu
توییت,1232519542611546113,neu,pos,neu,neu
توییت,1232488495312060416,neg,neu,neu,neu
توییت,1232529919827161088,neg,neu,neu,neu
استوری,1232342201046310912,neg,neu,neu,neu
استوری,1232416666111430660,neg,neu,neu,neu
استوری,1232368743105400833,neg,neu,neu,neu
استوری,1232445333826703360,neg,neu,neu,neu
استوری,1232437697999826946,neg,neu,neu,neu
استوری,1232396342661722117,neg,neu,neu,neu
استوری,1232408398622269440,neg,neu,neu,neu
استوری,1232398703190773760,neg,neu,neu,neu
استوری,1232401796540313601,neg,neu,neu,neu
استوری,1232407293326757888,pos,neu,neu,neu
استوری,1232355029660688386,neg,neu,neu,neu
استوری,1232353602703941635,neg,neu,neu,neu
استوری,1232350763109830660,neg,neu,neu,neu
استوری,1232348536945233922,neg,neu,neu,neu
استوری,1232344435435941888,pos,neu,neu,neu
استوری,1232403153938722818,neg,neu,neu,neu
استوری,1232383856193392640,pos,neu,neu,neu
استوری,1232349074558418945,neu,pos,neu,neu
استوری,1232427410307665921,neg,neu,neu,neu
استوری,1232399947649241088,neg,neu,neu,neu
استوری,1232407552899588096,neg,neu,neu,neu
استوری,1232379297370951680,neg,neu,neu,neu
استوری,1232424954634940417,neg,neu,neu,neu
استوری,1232379406095650816,pos,neu,neu,neu
آپارتاید,1232354442948771841,neu,neg,neu,neu
آپارتاید,1229300227305345024,neg,neu,neu,neu
آپارتاید,1229219553063919619,neg,neu,neu,neu
آپارتاید,1231661556448026624,neg,neu,neu,neu
دیستنس,1231562777849978880,neu,pos,neu,neu
دیستنس,1230571778205982720,neg,neu,neu,neu
دیستنس,1232430995313430530,neg,neu,neu,neu
دیستنس,1231909042894856193,neg,neu,neu,neu
دیستنس,1231334196410380288,neg,neu,neu,neu
دیستنس,1231310410139045890,neg,neu,neu,neu
دیستنس,1231562261610758144,neg,neu,neu,neu
دیستنس,1231848118267805696,neg,neu,neu,neu
دیستنس,1232353442913488896,neg,neu,neu,neu
دیستنس,1231605191893536774,neg,neu,neu,neu
دیستنس,1231144489655226369,neg,neu,neu,neu
دیستنس,1231138816829919232,neg,neu,neu,neu
دیستنس,1232554720843239424,pos,neu,neu,neu
دیستنس,1229527998937825280,neg,neu,neu,neu
دیستنس,1232674479681175552,neg,neu,neu,neu
دیستنس,1230772166091653120,neg,neu,neu,neu
دیستنس,1230248385212551168,neg,neu,neu,neu
دیستنس,1230951970116177923,neg,neu,neu,neu
دیستنس,1231961021641830401,neg,neu,neu,neu
فمنیست,1231322178047692801,neu,neg,neu,neu
فمنیست,1231140351433461760,neg,neu,neu,neu
فمنیست,1230874559273938944,neg,neu,neu,neu
فمنیست,1229547388924256258,neg,neu,neu,neu
فمنیست,1231943481448435712,neg,neu,neu,neu
فمنیست,1231553536942641153,neg,neu,neu,neu
فمنیست,1230470968981762048,neg,neu,neu,neu
فمنیست,1229859423750905857,neu,pos,neu,neu
فمنیست,1231770662399827968,neg,neu,neu,neu
پارتی,1232307243862937600,neg,neu,neu,neu
پارتی,1232124495349108737,neg,neu,neu,neu
پارتی,1232067296191033344,neg,neu,neu,neu
پارتی,1232456803339796483,neg,neu,neu,neu
هیستوری,1230435561497911296,neg,neu,neu,neu
هیستوری,1231523165945368576,neg,neu,neu,neu
هیستوری,1232036049678979073,neg,neu,neu,neu
هیستوری,1230969051591118850,pos,neu,neu,neu
هیستوری,1232005279224598528,neu,pos,neu,neu
هیستوری,1232559564970528771,neg,neu,neu,neu
هیستوری,1232348476874403840,neg,neu,neu,neu
هیستوری,1229878054824140800,neg,neu,neu,neu
هیستوری,1231001762468896770,neu,pos,neu,neu
هیستوری,1232779811015348224,pos,neu,neu,neu
هیستوری,1229669917680701442,neg,neu,neu,neu
هیستوری,1231471426617692160,neg,neu,neu,neu
هیستوری,1231112992206528512,neg,neu,neu,neu
هیستوری,1231161844401831936,neg,neu,neu,neu
هیستوری,1231630027843932162,neg,neu,neu,neu
هیستوری,1229850622767353856,neg,neu,neu,neu
هیستوری,1231267383861547012,neg,neu,neu,neu
هیستوری,1232760387919056903,neg,neu,neu,neu
هیستوری,1229659878073020416,neg,neu,neu,neu
هیستوری,1231882448381845504,neu,pos,neu,neu
هیستوری,1230891886778494979,neg,neu,neu,neu
هیستوری,1230805685820121088,neg,neu,neu,neu
هیستوری,1230256035094564866,neg,neu,neu,neu
هیستوری,1230797226466856960,pos,neu,neu,neu
هیستوری,1232678273693495298,neg,neu,neu,neu
هیستوری,1230452090847334400,neg,neu,neu,neu
هیستوری,1232542615469527040,neg,neu,neu,neu
پیج,1232803445524094976,neg,neu,neu,neu
پیج,1232726681389010945,neg,neu,neu,neu
پیج,1232732128162570240,neg,neu,neu,neu
پیج,1232789528827645952,neg,neu,neu,neu
پیج,1232768315187253254,neg,neu,neu,neu
پیج,1232706789419966467,neg,neu,neu,neu
پیج,1232643921718775808,neg,neu,neu,neu
پیج,1232740944899923970,neg,neu,neu,neu
پیج,1232685664040189952,neg,neu,neu,neu
پیج,1232747840511889408,neg,neu,neu,neu
پیج,1232712083160039425,neu,pos,neu,neu
پیج,1232718599888023552,neg,neu,neu,neu
پیج,1232739781110587399,neg,neu,neu,neu
پیج,1232747925895368704,neg,neu,neu,neu
پیج,1232744880176279555,neg,neu,neu,neu
پیج,1232650501352755202,neg,neu,neu,neu
پیج,1232712172414939137,neu,neg,neu,neu
پیج,1232808875302309888,neu,pos,neu,neu
توییت,1232518742376140800,neu,pos,neu,neu
توییت,1232513280213733376,pos,neu,neu,neu
توییت,1232484661453938689,neg,neu,neu,neu
توییت,1232485176099274752,neg,neu,neu,neu
توییت,1232495562005438464,neu,neg,neu,neu
توییت,1232484102088953857,pos,neu,neu,neu
توییت,1232501600545132547,neu,neg,neu,neu
دیستنس,1231293233738715136,neg,neu,neu,neu
دیستنس,1229733939637608449,neg,neu,neu,neu
ریپلای,1232445333826703360,neg,neu,neu,neu
ریتوییت,1232437780082356225,neu,neg,neu,neu
ریتوییت,1232443763873632257,pos,neu,neu,neu
ریتوییت,1232428396010967040,pos,neu,neu,neu
ریتوییت,1232444865817923584,neg,neu,neu,neu
ریتوییت,1232507850364276736,pos,neu,neu,neu
ریتوییت,1232430757156573184,neg,neu,neu,neu
ریتوییت,1232426099805736961,pos,neu,neu,neu
ریتوییت,1232423621500469248,neu,pos,neu,neu
ریتوییت,1232434939804565505,pos,neu,neu,neu
ریتوییت,1232422124993810438,neg,neu,neu,neu
ریتوییت,1232477843851894784,neu,neg,neu,neu
ریتوییت,1232512046354165761,neg,neu,neu,neu
ریتوییت,1232457219502821376,neu,pos,neu,neu
ریتوییت,1232521971428188162,neu,pos,neu,neu
ریتوییت,1232517439977611268,neu,pos,neu,neu
دموکراسی,1232206655833559040,neg,neg,None,neg
دموکراسی,1232316243090083842,neg,neg,None,neg
دموکراسی,1232136602815778816,neg,neg,None,neg
دموکراسی,1232305045758267402,neg,neg,None,neg
دموکراسی,1232563392721965056,neg,neg,None,neg
دموکراسی,1232305799487197184,neg,neg,None,neg
دموکراسی,1232543571946954753,neg,neg,None,neg
دموکراسی,1232259329002221568,neg,neg,None,neg
دموکراسی,1232361317354418177,neu,neu,None,neu
دموکراسی,1232065454300188677,neg,neg,None,neg
دموکراسی,1232580698667536385,neg,neg,None,neg
دموکراسی,1232328461299208194,neg,neg,None,neg
دموکراسی,1232254205903032320,neg,neg,None,neg
دموکراسی,1232093619424780289,neg,neg,None,neg
دموکراسی,1232227857562324992,neg,neg,None,neg
دموکراسی,1232133602999140352,neg,neg,None,neg
دموکراسی,1232229045942702080,neu,neu,None,neu
دموکراسی,1232380648117211138,neg,neg,None,neg
دموکراسی,1232568063188439040,neg,neg,None,neg
دموکراسی,1232382740248526849,neg,neg,None,neg
دموکراسی,1232305065093976065,neg,neg,None,neg
دموکراسی,1232093140468760576,neg,neg,None,neg
دموکراسی,1232579506893971456,neg,neg,None,neg
دموکراسی,1232068958313996290,neu,neu,None,neu
دموکراسی,1232361834327441408,neg,neg,None,neg
دموکراسی,1232105197234728960,neg,neg,None,neg
دموکراسی,1232461449592594434,neg,neg,None,neg
دموکراسی,1232361471578955779,pos,pos,None,pos
دموکراسی,1232191937966460928,neg,neg,None,neg
دموکراسی,1232187634253881345,neg,neg,None,neg
دموکراسی,1232407757195808769,neg,neg,None,neg
دموکراسی,1232200469163933698,neu,neu,None,neu
دموکراسی,1232335037334540288,neu,neu,None,neu
دموکراسی,1232264978922688512,neg,neg,None,neg
دموکراسی,1232421710105862144,neg,neg,None,neg
دموکراسی,1232269069044342784,neg,neg,None,neg
دموکراسی,1232263474656546818,neg,neg,None,neg
دموکراسی,1232172048920850432,neg,neg,None,neg
دموکراسی,1232406717142622211,neg,neg,None,neg
دموکراسی,1232348123068063746,neg,neg,None,neg
دموکراسی,1232285133341892611,neg,neg,None,neg
دموکراسی,1232187953318776834,neg,neg,None,neg
دموکراسی,1232187692710006785,neg,neg,None,neg
دموکراسی,1232392825095905280,neg,neg,None,neg
دموکراسی,1232184698614341633,neg,neg,None,neg
